"TestSize","RunTime","SolutionsFound"  
530,1,13
531,2,14
532,1,7
533,1,14
534,1,9
535,1,11
536,1,10
537,1,12
538,2,8
539,1,17
540,1,9
541,1,11
542,1,12
543,1,8
544,2,17
545,1,14
546,1,10
547,1,10
548,1,9
549,2,13
550,1,12
551,1,19
552,1,10
553,2,12
554,1,16
555,1,11
556,1,7
557,2,13
558,1,8
559,1,9
560,2,7
561,1,5
562,1,15
563,2,10
564,1,10
565,1,7
566,2,12
567,1,11
568,1,7
569,2,17
570,1,15
571,1,8
572,2,10
573,1,14
574,2,8
575,1,13
576,1,16
577,2,10
578,1,10
579,2,9
580,1,11
581,2,17
582,1,16
583,2,11
584,1,16
585,2,9
586,1,16
587,2,14
588,1,14
589,2,15
590,1,16
591,2,11
592,1,15
593,2,13
594,1,17
595,2,11
596,2,19
597,1,8
598,2,14
599,1,15
600,2,13
601,2,19
602,1,11
603,2,8
604,1,10
605,2,14
606,2,10
607,1,12
608,2,5
609,2,13
610,1,16
611,2,8
612,2,17
613,2,15
614,1,16
615,2,21
616,2,10
617,2,13
618,1,16
619,2,16
620,2,18
621,2,11
622,2,11
623,1,14
624,2,11
625,2,20
626,2,11
627,2,7
628,2,21
629,1,29
630,2,11
631,2,18
632,2,13
633,2,11
634,2,11
635,2,14
636,2,20
637,2,15
638,2,17
639,2,15
640,1,19
641,2,14
642,2,23
643,2,21
644,2,16
645,2,12
646,2,25
647,2,20
648,2,9
649,3,15
650,2,18
651,2,15
652,2,21
653,2,10
654,2,17
655,2,18
656,2,17
657,2,18
658,2,17
659,2,17
660,3,23
661,2,21
662,2,17
663,2,16
664,2,18
665,2,20
666,2,18
667,2,21
668,2,18
669,2,28
670,3,12
671,2,15
672,2,17
673,2,16
674,3,20
675,2,25
676,2,20
677,3,14
678,2,15
679,2,19
680,3,20
681,2,21
682,2,23
683,3,14
684,2,23
685,2,21
686,3,14
687,2,19
688,3,15
689,2,22
690,3,30
691,2,24
692,2,24
693,3,24
694,2,20
695,3,20
696,2,19
697,3,17
698,2,18
699,3,13
700,3,18
701,2,22
702,3,28
703,2,27
704,3,16
705,2,22
706,3,16
707,3,24
708,2,19
709,3,20
710,3,17
711,2,27
712,3,18
713,3,23
714,2,30
715,3,26
716,3,23
717,3,23
718,2,23
719,3,15
720,3,15
721,3,25
722,3,21
723,2,22
724,3,25
725,3,27
726,3,29
727,3,14
728,3,34
729,3,18
730,2,23
731,3,25
732,3,24
733,3,19
734,3,12
735,3,30
736,3,13
737,3,37
738,3,22
739,3,39
740,3,34
741,3,16
742,3,34
743,3,19
744,3,19
745,3,27
746,3,21
747,3,36
748,4,23
749,3,16
750,3,26
751,3,21
752,3,20
753,3,37
754,3,24
755,4,28
756,3,23
757,3,33
758,3,27
759,3,30
760,4,22
761,3,34
762,3,40
763,4,25
764,3,41
765,3,17
766,3,30
767,4,31
768,3,25
769,4,31
770,3,29
771,3,29
772,4,32
773,3,32
774,4,23
775,3,34
776,3,28
777,4,30
778,3,30
779,4,30
780,3,33
781,4,43
782,4,26
783,3,35
784,4,35
785,3,26
786,4,27
787,3,21
788,4,33
789,4,19
790,3,34
791,4,20
792,4,26
793,3,23
794,4,26
795,4,30
796,4,43
797,3,32
798,4,31
799,4,30
800,4,31
801,4,33
802,3,33
803,4,39
804,4,37
805,4,27
806,4,31
807,4,40
808,4,30
809,3,25
810,4,35
811,4,29
812,4,44
813,4,32
814,4,31
815,4,35
816,4,35
817,4,30
818,4,30
819,4,34
820,5,22
821,4,29
822,4,34
823,4,44
824,4,33
825,4,40
826,4,33
827,5,38
828,4,35
829,4,41
830,4,36
831,4,33
832,5,37
833,4,36
834,4,42
835,5,34
836,4,28
837,4,42
838,5,41
839,4,33
840,4,32
841,5,39
842,4,39
843,5,40
844,4,34
845,5,45
846,4,45
847,5,36
848,4,35
849,5,36
850,4,33
851,5,35
852,4,49
853,5,48
854,5,29
855,4,40
856,5,38
857,5,36
858,4,39
859,5,36
860,5,52
861,4,42
862,5,34
863,5,45
864,5,54
865,5,44
866,4,37
867,5,48
868,5,43
869,5,43
870,5,52
871,5,47
872,5,52
873,4,47
874,5,41
875,5,45
876,5,43
877,5,37
878,5,42
879,5,32
880,5,40
881,5,44
882,5,38
883,6,54
884,5,37
885,5,50
886,5,42
887,5,49
888,5,49
889,6,49
890,5,45
891,5,43
892,5,41
893,6,48
894,5,33
895,5,42
896,6,56
897,5,60
898,5,52
899,6,46
900,5,50
901,6,49
902,5,44
903,5,50
904,6,41
905,5,50
906,6,46
907,5,36
908,6,48
909,6,47
910,5,56
911,6,43
912,5,35
913,6,52
914,6,47
915,5,51
916,6,59
917,6,50
918,6,50
919,5,43
920,6,55
921,6,39
922,6,48
923,6,37
924,5,44
925,6,47
926,6,54
927,6,42
928,6,57
929,6,57
930,6,48
931,6,51
932,6,43
933,6,61
934,6,48
935,6,51
936,6,49
937,6,44
938,6,57
939,6,70
940,7,43
941,6,63
942,6,51
943,6,58
944,6,58
945,7,53
946,6,48
947,6,43
948,7,41
949,6,51
950,6,49
951,7,71
952,6,55
953,6,50
954,7,58
955,6,52
956,7,57
957,6,55
958,7,56
959,6,57
960,7,57
961,6,49
962,7,57
963,7,58
964,6,44
965,7,59
966,7,63
967,6,49
968,7,66
969,7,46
970,7,60
971,6,52
972,7,51
973,7,53
974,7,57
975,7,61
976,7,64
977,6,64
978,7,63
979,7,50
980,7,61
981,7,64
982,7,59
983,7,61
984,7,56
985,7,66
986,7,66
987,8,61
988,7,63
989,7,70
990,7,66
991,7,54
992,7,43
993,8,69
994,7,67
995,7,67
996,7,66
997,8,76
998,7,78
999,8,59
1000,7,64
1001,7,58
1002,8,67
1003,7,55
1004,8,61
1005,7,61
1006,8,53
1007,7,64
1008,8,69
1009,7,65
1010,8,61
1011,8,64
1012,7,60
1013,8,60
1014,8,67
1015,7,78
1016,8,74
1017,8,61
1018,8,81
1019,8,85
1020,7,63
1021,8,57
1022,8,68
1023,8,72
1024,8,59
1025,8,58
1026,8,78
1027,8,81
1028,8,93
1029,8,63
1030,8,66
1031,8,63
1032,8,63
1033,9,62
1034,8,70
1035,8,72
1036,8,76
1037,8,75
1038,9,70
1039,8,60
1040,8,70
1041,9,72
1042,8,66
1043,8,70
1044,9,92
1045,8,63
1046,9,78
1047,8,74
1048,9,71
1049,8,68
1050,9,56
1051,8,94
1052,9,71
1053,9,69
1054,8,81
1055,9,68
1056,9,68
1057,8,83
1058,9,70
1059,9,84
1060,9,74
1061,9,72
1062,8,69
1063,9,76
1064,9,67
1065,9,78
1066,9,79
1067,9,67
1068,9,82
1069,9,67
1070,9,91
1071,9,66
1072,9,75
1073,10,80
1074,9,71
1075,9,78
1076,9,75
1077,9,85
1078,10,79
1079,9,80
1080,9,87
1081,10,66
1082,9,89
1083,10,71
1084,9,82
1085,9,101
1086,10,97
1087,9,85
1088,10,73
1089,9,88
1090,10,80
1091,10,87
1092,9,97
1093,10,87
1094,10,81
1095,9,70
1096,10,83
1097,10,90
1098,10,69
1099,9,87
1100,10,89
1101,10,101
1102,10,87
1103,10,89
1104,10,81
1105,10,81
1106,10,83
1107,10,76
1108,10,106
1109,10,79
1110,10,91
1111,11,101
1112,10,68
1113,10,95
1114,10,84
1115,10,82
1116,11,86
1117,10,82
1118,10,74
1119,11,69
1120,10,90
1121,11,80
1122,10,84
1123,11,84
1124,10,102
1125,11,86
1126,10,88
1127,11,74
1128,10,77
1129,11,90
1130,11,105
1131,10,99
1132,11,83
1133,11,97
1134,11,92
1135,11,91
1136,10,85
1137,11,88
1138,11,85
1139,11,84
1140,11,108
1141,11,94
1142,11,86
1143,11,88
1144,11,110
1145,11,92
1146,11,89
1147,12,107
1148,11,83
1149,11,87
1150,11,88
1151,12,84
1152,11,92
1153,11,103
1154,12,93
1155,11,95
1156,11,93
1157,12,91
1158,11,93
1159,12,99
1160,11,102
1161,12,75
1162,12,109
1163,11,93
1164,12,102
1165,12,100
1166,11,90
1167,12,106
1168,12,109
1169,12,94
1170,12,96
1171,11,95
1172,12,100
1173,12,104
1174,12,97
1175,12,111
1176,12,102
1177,12,119
1178,12,115
1179,13,93
1180,12,113
1181,12,111
1182,12,106
1183,12,99
1184,13,84
1185,12,109
1186,12,93
1187,12,96
1188,13,104
1189,12,120
1190,13,107
1191,12,115
1192,13,97
1193,12,95
1194,13,110
1195,13,104
1196,12,109
1197,13,91
1198,13,127
1199,12,112
1200,13,115
1201,13,133
1202,13,115
1203,13,97
1204,12,104
1205,13,112
1206,13,130
1207,13,109
1208,13,99
1209,13,112
1210,13,110
1211,14,125
1212,13,132
1213,13,111
1214,13,119
1215,13,101
1216,14,124
1217,13,104
1218,13,112
1219,14,128
1220,13,112
1221,14,119
1222,13,107
1223,14,112
1224,13,115
1225,14,97
1226,13,128
1227,14,129
1228,14,128
1229,14,110
1230,13,102
1231,14,111
1232,14,114
1233,14,113
1234,14,112
1235,14,106
1236,14,120
1237,14,95
1238,14,119
1239,14,112
1240,14,114
1241,14,120
1242,14,140
1243,14,122
1244,15,108
1245,14,134
1246,14,111
1247,15,105
1248,14,112
1249,14,130
1250,15,139
1251,14,124
1252,15,133
1253,14,145
1254,15,147
1255,15,125
1256,14,131
1257,15,131
1258,15,117
1259,14,122
1260,15,110
1261,15,126
1262,15,134
1263,15,142
1264,15,119
1265,15,123
1266,15,128
1267,15,107
1268,15,122
1269,15,142
1270,15,121
1271,15,127
1272,15,120
1273,16,128
1274,15,127
1275,15,156
1276,16,125
1277,15,143
1278,15,121
1279,16,119
1280,15,126
1281,16,158
1282,16,133
1283,15,135
1284,16,142
1285,16,137
1286,15,128
1287,16,126
1288,16,118
1289,16,145
1290,16,101
1291,16,139
1292,15,146
1293,16,128
1294,16,148
1295,16,128
1296,17,112
1297,16,144
1298,16,159
1299,16,138
1300,16,131
1301,17,120
1302,16,148
1303,16,120
1304,17,142
1305,16,143
1306,16,113
1307,17,144
1308,16,156
1309,17,136
1310,16,147
1311,17,153
1312,17,149
1313,17,123
1314,16,153
1315,17,152
1316,17,156
1317,17,130
1318,17,146
1319,17,131
1320,17,139
1321,17,159
1322,17,131
1323,17,146
1324,17,129
1325,17,145
1326,17,160
1327,18,142
1328,17,146
1329,17,171
1330,18,174
1331,17,173
1332,18,151
1333,17,156
1334,18,167
1335,17,131
1336,18,129
1337,18,162
1338,17,140
1339,18,145
1340,18,139
1341,18,166
1342,18,176
1343,17,151
1344,18,155
1345,18,172
1346,18,157
1347,18,145
1348,19,149
1349,18,159
1350,18,165
1351,18,151
1352,18,135
1353,19,142
1354,18,156
1355,18,162
1356,19,147
1357,18,144
1358,19,159
1359,18,152
1360,19,144
1361,18,170
1362,19,149
1363,19,142
1364,19,150
1365,18,168
1366,19,187
1367,19,156
1368,19,159
1369,19,168
1370,19,166
1371,19,168
1372,19,157
1373,19,160
1374,19,157
1375,19,166
1376,20,164
1377,19,178
1378,19,150
1379,20,168
1380,19,177
1381,19,163
1382,20,155
1383,20,154
1384,19,169
1385,20,169
1386,19,175
1387,20,148
1388,20,152
1389,20,179
1390,20,169
1391,19,161
1392,20,167
1393,20,165
1394,20,184
1395,20,183
1396,20,159
1397,21,172
1398,20,168
1399,20,163
1400,20,155
1401,20,147
1402,21,181
1403,20,176
1404,21,176
1405,20,172
1406,21,191
1407,20,159
1408,21,170
1409,21,171
1410,20,176
1411,21,174
1412,21,172
1413,21,180
1414,20,214
1415,21,175
1416,21,188
1417,21,205
1418,21,174
1419,22,179
1420,21,195
1421,21,160
1422,21,185
1423,21,159
1424,22,182
1425,21,172
1426,21,185
1427,22,162
1428,21,182
1429,22,162
1430,22,172
1431,21,179
1432,22,184
1433,22,171
1434,21,171
1435,22,171
1436,22,201
1437,22,201
1438,22,205
1439,22,171
1440,22,205
1441,22,213
1442,22,217
1443,22,211
1444,23,181
1445,22,182
1446,22,197
1447,23,184
1448,22,190
1449,22,193
1450,23,191
1451,23,180
1452,22,189
1453,23,189
1454,23,195
1455,22,206
1456,23,188
1457,23,224
1458,23,201
1459,23,218
1460,23,188
1461,23,194
1462,23,212
1463,23,195
1464,23,206
1465,24,192
1466,23,204
1467,23,174
1468,24,207
1469,23,211
1470,24,202
1471,23,193
1472,24,183
1473,23,191
1474,24,193
1475,24,202
1476,24,202
1477,23,196
1478,23,194
1479,24,227
1480,24,227
1481,24,193
1482,24,204
1483,25,199
1484,24,207
1485,24,204
1486,24,177
1487,25,208
1488,24,206
1489,24,230
1490,25,196
1491,24,217
1492,25,246
1493,25,198
1494,24,200
1495,25,209
1496,25,209
1497,25,202
1498,24,200
1499,25,218
1500,25,194
1501,25,219
1502,25,204
1503,26,200
1504,25,213
1505,25,224
1506,25,204
1507,26,198
1508,25,208
1509,25,221
1510,26,200
1511,25,219
1512,26,214
1513,25,194
1514,26,222
1515,26,227
1516,25,189
1517,26,221
1518,26,201
1519,26,227
1520,26,209
1521,26,223
1522,26,232
1523,26,203
1524,26,190
1525,26,238
1526,27,224
1527,26,217
1528,26,219
1529,27,227
1530,26,214
1531,27,235
1532,26,235
1533,27,223
1534,26,233
1535,27,219
1536,27,231
1537,27,234
1538,27,213
1539,27,228
1540,27,238
1541,27,250
1542,27,228
1543,27,223
1544,27,200
1545,27,229
1546,28,243
1547,27,245
1548,27,238
1549,28,221
1550,27,233
1551,28,247
1552,27,229
1553,28,218
1554,28,236
1555,28,233
1556,27,265
1557,28,207
1558,28,222
1559,28,208
1560,28,249
1561,28,234
1562,29,230
1563,28,231
1564,28,236
1565,28,232
1566,29,238
1567,28,217
1568,29,248
1569,28,220
1570,29,252
1571,29,257
1572,28,239
1573,29,226
1574,29,238
1575,29,241
1576,29,190
1577,29,260
1578,29,237
1579,29,252
1580,29,229
1581,29,237
1582,30,264
1583,29,241
1584,30,258
1585,29,250
1586,30,257
1587,29,272
1588,30,242
1589,29,245
1590,30,257
1591,30,260
1592,30,261
1593,30,254
1594,30,289
1595,30,248
1596,30,266
1597,30,262
1598,30,247
1599,30,275
1600,30,265
1601,31,275
1602,30,239
1603,31,257
1604,30,240
1605,31,274
1606,30,260
1607,31,225
1608,31,254
1609,31,307
1610,31,268
1611,30,262
1612,31,253
1613,31,307
1614,31,269
1615,32,280
1616,31,262
1617,31,257
1618,31,274
1619,32,266
1620,31,260
1621,32,309
1622,31,260
1623,32,244
1624,32,233
1625,31,264
1626,32,285
1627,32,263
1628,32,251
1629,32,264
1630,32,270
1631,32,263
1632,32,288
1633,32,261
1634,32,261
1635,33,248
1636,32,300
1637,33,291
1638,32,299
1639,33,295
1640,32,273
1641,33,266
1642,33,287
1643,33,276
1644,32,233
1645,33,305
1646,33,285
1647,33,304
1648,33,259
1649,33,305
1650,34,271
1651,33,287
1652,33,277
1653,33,270
1654,34,290
1655,33,267
1656,34,306
1657,34,283
1658,33,264
1659,34,284
1660,34,309
1661,34,272
1662,33,292
1663,34,310
1664,34,272
1665,35,270
1666,34,290
1667,34,313
1668,34,289
1669,35,288
1670,34,299
1671,34,275
1672,35,277
1673,35,287
1674,34,253
1675,35,273
1676,35,291
1677,34,295
1678,35,268
1679,35,298
1680,35,296
1681,35,312
1682,36,273
1683,35,284
1684,35,314
1685,35,317
1686,36,336
1687,35,308
1688,36,292
1689,35,356
1690,36,306
1691,36,290
1692,35,296
1693,36,301
1694,36,315
1695,36,296
1696,36,292
1697,36,289
1698,37,338
1699,36,308
1700,36,305
1701,36,307
1702,37,326
1703,36,320
1704,37,307
1705,37,331
1706,36,297
1707,37,319
1708,37,291
1709,37,307
1710,37,318
1711,37,331
1712,37,293
1713,37,318
1714,37,293
1715,37,306
1716,37,327
1717,38,333
1718,37,325
1719,38,305
1720,37,303
1721,38,302
1722,37,319
1723,38,304
1724,38,314
1725,38,294
1726,38,303
1727,38,328
1728,38,326
1729,39,330
1730,38,308
1731,38,344
1732,39,333
1733,38,331
1734,39,324
1735,38,313
1736,39,324
1737,39,319
1738,39,328
1739,39,341
1740,39,331
1741,39,313
1742,39,352
1743,39,357
1744,39,348
1745,40,328
1746,39,362
1747,39,325
1748,40,334
1749,39,328
1750,40,331
1751,40,343
1752,40,345
1753,39,368
1754,40,367
1755,40,337
1756,40,360
1757,41,336
1758,40,324
1759,40,359
1760,40,358
1761,41,347
1762,40,336
1763,41,348
1764,40,347
1765,41,320
1766,41,330
1767,41,346
1768,41,340
1769,41,335
1770,41,339
1771,41,364
1772,41,302
1773,41,322
1774,41,365
1775,42,348
1776,41,343
1777,42,343
1778,41,367
1779,42,336
1780,41,334
1781,42,320
1782,42,371
1783,42,372
1784,42,332
1785,42,342
1786,42,380
1787,42,342
1788,42,322
1789,42,370
1790,43,341
1791,42,374
1792,43,371
1793,42,344
1794,43,360
1795,43,352
1796,42,370
1797,43,367
1798,43,353
1799,43,362
1800,43,361
1801,43,357
1802,44,348
1803,43,377
1804,43,387
1805,44,365
1806,43,362
1807,44,387
1808,43,347
1809,44,370
1810,44,355
1811,44,343
1812,44,373
1813,44,349
1814,44,340
1815,45,394
1816,44,366
1817,44,347
1818,45,351
1819,44,353
1820,45,383
1821,44,380
1822,45,371
1823,45,388
1824,44,376
1825,45,349
1826,45,368
1827,45,378
1828,46,354
1829,45,383
1830,45,412
1831,45,400
1832,46,390
1833,45,385
1834,46,349
1835,46,375
1836,46,397
1837,45,368
1838,46,398
1839,46,364
1840,46,399
1841,47,360
1842,46,382
1843,46,353
1844,47,397
1845,46,384
1846,47,379
1847,46,409
1848,47,418
1849,47,415
1850,46,396
1851,47,399
1852,47,402
1853,47,384
1854,48,411
1855,47,429
1856,47,372
1857,47,377
1858,48,384
1859,47,423
1860,48,403
1861,48,399
1862,47,394
1863,48,408
1864,48,423
1865,48,423
1866,48,419
1867,48,393
1868,49,463
1869,48,427
1870,48,413
1871,48,371
1872,49,412
1873,48,420
1874,49,426
1875,49,403
1876,48,371
1877,49,394
1878,49,442
1879,49,421
1880,49,349
1881,49,411
1882,49,410
1883,50,423
1884,49,402
1885,50,423
1886,49,411
1887,50,392
1888,49,397
1889,50,427
1890,50,432
1891,50,392
1892,50,395
1893,50,448
1894,50,428
1895,51,397
1896,50,435
1897,51,420
1898,50,432
1899,51,408
1900,51,427
1901,50,429
1902,51,447
1903,51,403
1904,51,398
1905,51,456
1906,52,435
1907,51,388
1908,51,423
1909,52,447
1910,51,438
1911,52,428
1912,52,426
1913,51,443
1914,52,417
1915,52,430
1916,52,426
1917,52,458
1918,52,466
1919,53,439
1920,52,433
1921,52,481
1922,53,475
1923,52,455
1924,53,381
1925,52,455
1926,53,460
1927,53,450
1928,53,456
1929,53,412
1930,53,470
1931,53,434
1932,53,468
1933,54,483
1934,53,425
1935,54,473
1936,53,488
1937,54,431
1938,54,476
1939,53,449
1940,54,493
1941,54,433
1942,55,432
1943,54,452
1944,54,446
1945,54,460
1946,55,443
1947,54,468
1948,55,436
1949,54,494
1950,55,486
1951,55,440
1952,55,477
1953,55,449
1954,55,484
1955,56,470
1956,55,502
1957,56,478
1958,55,463
1959,56,471
1960,55,449
1961,56,474
1962,56,471
1963,56,453
1964,56,452
1965,56,463
1966,56,537
1967,57,505
1968,56,466
1969,57,479
1970,56,458
1971,57,476
1972,57,476
1973,56,508
1974,57,494
1975,57,494
1976,57,464
1977,58,485
1978,57,450
1979,57,502
1980,58,523
1981,57,429
1982,58,431
1983,57,438
1984,58,541
1985,58,514
1986,58,500
1987,58,493
1988,58,477
1989,58,501
1990,58,490
1991,58,464
1992,59,510
1993,58,502
1994,59,484
1995,58,464
1996,59,502
1997,59,468
1998,59,491
1999,59,541
2000,59,515
2001,59,505
2002,59,515
2003,59,481
2004,60,491
2005,59,484
2006,60,560
2007,60,504
2008,60,491
2009,59,526
2010,60,501
2011,60,513
2012,61,481
2013,60,487
2014,60,513
2015,61,533
2016,60,528
2017,61,550
2018,61,521
2019,61,496
2020,61,500
2021,61,497
2022,61,523
2023,61,514
2024,62,495
2025,61,520
2026,62,534
2027,61,529
2028,62,537
2029,62,529
2030,62,547
2031,62,529
2032,62,510
2033,62,525
2034,62,561
2035,62,528
2036,63,497
2037,62,511
2038,63,534
2039,63,532
2040,63,533
2041,62,503
2042,63,555
2043,63,538
2044,63,553
2045,63,548
2046,64,542
2047,63,515
2048,64,512
2049,63,523
2050,64,533
2051,63,531
2052,64,503
2053,64,508
2054,64,495
2055,64,518
2056,64,532
2057,65,505
2058,64,528
2059,65,570
2060,64,549
2061,65,593
2062,65,536
2063,65,533
2064,65,557
2065,65,519
2066,65,569
2067,66,535
2068,65,597
2069,66,522
2070,65,552
2071,66,536
2072,66,592
2073,66,565
2074,66,540
2075,66,518
2076,66,565
2077,66,517
2078,67,590
2079,66,553
2080,67,628
2081,67,586
2082,66,567
2083,67,587
2084,67,575
2085,67,554
2086,67,595
2087,67,568
2088,68,580
2089,67,546
2090,67,574
2091,68,596
2092,67,538
2093,68,568
2094,68,545
2095,68,540
2096,68,563
2097,68,610
2098,68,569
2099,68,529
2100,69,558
2101,68,613
2102,69,553
2103,69,562
2104,68,597
2105,69,600
2106,69,577
2107,69,549
2108,69,572
2109,70,617
2110,69,571
2111,70,591
2112,69,593
2113,70,582
2114,70,577
2115,69,611
2116,70,551
2117,70,599
2118,71,586
2119,70,584
2120,71,595
2121,70,544
2122,71,578
2123,71,560
2124,71,572
2125,71,565
2126,71,597
2127,71,593
2128,71,614
2129,72,589
2130,71,608
