"TestSize","RunTime","SolutionsFound"  
2131,72,606
2132,71,588
2133,72,589
2134,72,595
2135,72,630
2136,72,610
2137,72,585
2138,73,598
2139,72,625
2140,73,613
2141,72,595
2142,73,630
2143,73,626
2144,73,611
2145,73,601
2146,73,618
2147,73,634
2148,73,598
2149,74,666
2150,73,622
2151,73,591
2152,74,595
2153,74,637
2154,74,626
2155,74,614
2156,74,614
2157,74,598
2158,74,627
2159,75,590
2160,74,627
2161,75,605
2162,75,625
2163,74,669
2164,75,626
2165,76,628
2166,75,617
2167,75,622
2168,75,644
2169,77,636
2170,75,626
2171,75,629
2172,76,575
2173,75,625
2174,76,645
2175,75,648
2176,76,610
2177,76,655
2178,76,686
2179,75,645
2180,77,663
2181,76,673
2182,76,607
2183,76,652
2184,77,660
2185,76,648
2186,77,635
2187,77,622
2188,77,667
2189,77,664
2190,77,649
2191,77,677
2192,77,683
2193,78,670
2194,77,666
2195,78,648
2196,78,617
2197,78,678
2198,78,647
2199,78,628
2200,78,652
2201,78,667
2202,79,665
2203,78,671
2204,79,694
2205,78,669
2206,79,678
2207,79,623
2208,79,648
2209,79,643
2210,80,642
2211,79,689
2212,80,666
2213,79,669
2214,80,634
2215,80,687
2216,80,637
2217,80,715
2218,81,677
2219,80,743
2220,81,672
2221,80,656
2222,81,693
2223,81,720
2224,81,683
2225,81,739
2226,81,645
2227,81,671
2228,82,682
2229,81,684
2230,82,701
2231,81,660
2232,82,718
2233,82,718
2234,82,746
2235,81,690
2236,83,671
2237,82,729
2238,82,680
2239,82,717
2240,83,641
2241,83,720
2242,82,701
2243,83,682
2244,83,751
2245,84,670
2246,83,725
2247,83,724
2248,83,699
2249,84,740
2250,84,724
2251,83,725
2252,84,693
2253,84,686
2254,85,694
2255,84,704
2256,84,698
2257,85,721
2258,85,726
2259,85,741
2260,84,728
2261,85,760
2262,85,744
2263,86,747
2264,85,688
2265,85,739
2266,85,749
2267,86,739
2268,86,719
2269,85,760
2270,86,780
2271,86,732
2272,86,714
2273,87,711
2274,86,691
2275,86,707
2276,87,738
2277,87,705
2278,86,761
2279,87,792
2280,87,725
2281,87,801
2282,88,769
2283,87,661
2284,88,793
2285,87,774
2286,88,696
2287,88,753
2288,88,730
2289,88,792
2290,89,738
2291,88,727
2292,89,735
2293,88,718
2294,89,756
2295,89,748
2296,89,717
2297,89,719
2298,89,801
2299,90,764
2300,89,758
2301,89,785
2302,90,815
2303,90,797
2304,89,731
2305,90,791
2306,90,803
2307,90,806
2308,91,739
2309,90,760
2310,90,787
2311,91,759
2312,91,777
2313,91,737
2314,91,781
2315,91,759
2316,92,732
2317,91,807
2318,92,786
2319,91,699
2320,92,737
2321,92,771
2322,92,777
2323,92,785
2324,93,741
2325,92,807
2326,93,861
2327,92,750
2328,93,798
2329,93,781
2330,93,836
2331,93,760
2332,93,802
2333,94,789
2334,93,785
2335,94,836
2336,94,841
2337,94,823
2338,94,854
2339,94,799
2340,94,803
2341,94,796
2342,95,862
2343,94,768
2344,95,768
2345,95,804
2346,95,849
2347,95,808
2348,95,764
2349,95,786
2350,96,813
2351,95,846
2352,96,831
2353,95,810
2354,96,783
2355,96,833
2356,96,794
2357,96,873
2358,96,787
2359,97,781
2360,96,855
2361,97,857
2362,96,832
2363,97,813
2364,97,879
2365,97,840
2366,98,818
2367,97,856
2368,98,838
2369,98,836
2370,98,867
2371,98,811
2372,98,808
2373,98,847
2374,99,862
2375,98,841
2376,99,855
2377,98,862
2378,99,871
2379,99,828
2380,99,837
2381,99,877
2382,100,790
2383,99,859
2384,101,864
2385,100,845
2386,100,797
2387,100,879
2388,100,851
2389,100,829
2390,101,818
2391,100,842
2392,101,811
2393,101,846
2394,101,837
2395,101,841
2396,101,807
2397,101,896
2398,102,893
2399,101,857
2400,104,860
2401,102,852
2402,102,860
2403,102,858
2404,102,921
2405,102,871
2406,102,834
2407,103,903
2408,103,949
2409,102,951
2410,103,903
2411,103,862
2412,103,915
2413,104,841
2414,103,820
2415,104,897
2416,103,899
2417,104,833
2418,104,871
2419,104,834
2420,104,899
2421,104,909
2422,105,872
2423,104,889
2424,105,907
2425,105,880
2426,105,859
2427,105,923
2428,105,951
2429,105,868
2430,106,899
2431,105,920
2432,106,897
2433,106,860
2434,106,981
2435,106,869
2436,106,878
2437,106,905
2438,107,899
2439,107,956
2440,107,905
2441,107,911
2442,107,900
2443,107,927
2444,107,909
2445,107,911
2446,108,850
2447,107,943
2448,108,857
2449,108,835
2450,108,939
2451,108,960
2452,109,907
2453,108,946
2454,109,838
2455,108,910
2456,109,901
2457,109,946
2458,109,889
2459,110,875
2460,109,923
2461,110,966
2462,109,972
2463,110,893
2464,110,879
2465,110,892
2466,110,978
2467,111,960
2468,110,959
2469,111,928
2470,111,937
2471,111,1015
2472,111,952
2473,112,938
2474,111,899
2475,112,973
2476,111,962
2477,112,927
2478,112,997
2479,112,935
2480,113,915
2481,112,947
2482,113,892
2483,112,927
2484,113,991
2485,113,976
2486,113,985
2487,113,966
2488,114,926
2489,113,935
2490,113,1032
2491,114,922
2492,114,959
2493,114,992
2494,114,974
2495,115,912
2496,114,979
2497,115,993
2498,115,996
2499,115,1032
2500,115,1030
2501,115,992
2502,115,1020
2503,116,983
2504,115,1036
2505,116,976
2506,116,967
2507,116,1005
